Text Type,API Name,id,dataset,ai_score,human_score,Error_message
AI,ORIGINALITY,GPT-3-44,GPT-3,1,0
AI,ORIGINALITY,GPT-3-45,GPT-3,1,0
AI,ORIGINALITY,GPT-3-46,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-47,GPT-3,1,0
AI,ORIGINALITY,GPT-3-48,GPT-3,1,0
AI,ORIGINALITY,GPT-3-49,GPT-3,0.9992,0.0008
AI,ORIGINALITY,GPT-3-50,GPT-3,1,0
AI,ORIGINALITY,GPT-3-51,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-52,GPT-3,1,0
AI,ORIGINALITY,GPT-3-53,GPT-3,0.9993,0.0007
AI,ORIGINALITY,GPT-3-54,GPT-3,1,0
AI,ORIGINALITY,GPT-3-55,GPT-3,1,0
AI,ORIGINALITY,GPT-3-56,GPT-3,1,0
AI,ORIGINALITY,GPT-3-57,GPT-3,1,0
AI,ORIGINALITY,GPT-3-58,GPT-3,1,0
AI,ORIGINALITY,GPT-3-59,GPT-3,1,0
AI,ORIGINALITY,GPT-3-60,GPT-3,0.9997,0.0003
AI,ORIGINALITY,GPT-3-61,GPT-3,0.9995,0.0005
AI,ORIGINALITY,GPT-3-62,GPT-3,1,0
AI,ORIGINALITY,GPT-3-63,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-64,GPT-3,1,0
AI,ORIGINALITY,GPT-3-65,GPT-3,1,0
AI,ORIGINALITY,GPT-3-66,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-67,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-68,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-69,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-70,GPT-3,0.9653,0.0347
AI,ORIGINALITY,GPT-3-71,GPT-3,1,0
AI,ORIGINALITY,GPT-3-72,GPT-3,1,0
AI,ORIGINALITY,GPT-3-73,GPT-3,1,0
AI,ORIGINALITY,GPT-3-74,GPT-3,1,0
AI,ORIGINALITY,GPT-3-75,GPT-3,0.9994,0.0006
AI,ORIGINALITY,GPT-3-76,GPT-3,1,0
AI,ORIGINALITY,GPT-3-77,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-78,GPT-3,1,0
AI,ORIGINALITY,GPT-3-79,GPT-3,1,0
AI,ORIGINALITY,GPT-3-80,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-81,GPT-3,1,0
AI,ORIGINALITY,GPT-3-82,GPT-3,1,0
AI,ORIGINALITY,GPT-3-83,GPT-3,0.9966,0.0034
AI,ORIGINALITY,GPT-3-84,GPT-3,1,0
AI,ORIGINALITY,GPT-3-85,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-86,GPT-3,1,0
AI,ORIGINALITY,GPT-3-87,GPT-3,1,0
AI,ORIGINALITY,GPT-3-88,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-89,GPT-3,0.9996,0.0004
AI,ORIGINALITY,GPT-3-90,GPT-3,1,0
AI,ORIGINALITY,GPT-3-91,GPT-3,1,0
AI,ORIGINALITY,GPT-3-92,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-93,GPT-3,1,0
AI,ORIGINALITY,GPT-3-94,GPT-3,1,0
AI,ORIGINALITY,GPT-3-95,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-96,GPT-3,1,0
AI,ORIGINALITY,GPT-3-97,GPT-3,1,0
AI,ORIGINALITY,GPT-3-98,GPT-3,1,0
AI,ORIGINALITY,GPT-3-99,GPT-3,1,0
AI,ORIGINALITY,GPT-3-100,GPT-3,1,0
AI,ORIGINALITY,GPT-3-101,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-102,GPT-3,1,0
AI,ORIGINALITY,GPT-3-103,GPT-3,0.9993,0.0007
AI,ORIGINALITY,GPT-3-104,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-105,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-106,GPT-3,1,0
AI,ORIGINALITY,GPT-3-107,GPT-3,1,0
AI,ORIGINALITY,GPT-3-108,GPT-3,1,0
AI,ORIGINALITY,GPT-3-109,GPT-3,0.9984,0.0016
AI,ORIGINALITY,GPT-3-110,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-111,GPT-3,1,0
AI,ORIGINALITY,GPT-3-112,GPT-3,1,0
AI,ORIGINALITY,GPT-3-113,GPT-3,1,0
AI,ORIGINALITY,GPT-3-114,GPT-3,0.9981,0.0019
AI,ORIGINALITY,GPT-3-115,GPT-3,0.9994,0.0006
AI,ORIGINALITY,GPT-3-116,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-117,GPT-3,1,0
AI,ORIGINALITY,GPT-3-118,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-119,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-120,GPT-3,0.9991,0.0009
AI,ORIGINALITY,GPT-3-121,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-122,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-123,GPT-3,1,0
AI,ORIGINALITY,GPT-3-124,GPT-3,1,0
AI,ORIGINALITY,GPT-3-125,GPT-3,0.994,0.006
AI,ORIGINALITY,GPT-3-126,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-127,GPT-3,0.9997,0.0003
AI,ORIGINALITY,GPT-3-128,GPT-3,0.9992,0.0008
AI,ORIGINALITY,GPT-3-129,GPT-3,1,0
AI,ORIGINALITY,GPT-3-130,GPT-3,0.9979,0.0021
AI,ORIGINALITY,GPT-3-131,GPT-3,0.9986,0.0014
AI,ORIGINALITY,GPT-3-132,GPT-3,0.9523,0.0477
AI,ORIGINALITY,GPT-3-133,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-134,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-135,GPT-3,1,0
AI,ORIGINALITY,GPT-3-136,GPT-3,0.9994,0.0006
AI,ORIGINALITY,GPT-3-137,GPT-3,1,0
AI,ORIGINALITY,GPT-3-138,GPT-3,0.9994,0.0006
AI,ORIGINALITY,GPT-3-139,GPT-3,0.9997,0.0003
AI,ORIGINALITY,GPT-3-140,GPT-3,1,0
AI,ORIGINALITY,GPT-3-141,GPT-3,0.59985,0.40015
AI,ORIGINALITY,GPT-3-142,GPT-3,0.9669,0.0331
AI,ORIGINALITY,GPT-3-143,GPT-3,0.3068,0.6932
AI,ORIGINALITY,GPT-3-144,GPT-3,0.9632,0.0368
AI,ORIGINALITY,GPT-3-145,GPT-3,1,0
AI,ORIGINALITY,GPT-3-146,GPT-3,1,0
AI,ORIGINALITY,GPT-3-147,GPT-3,1,0
AI,ORIGINALITY,GPT-3-148,GPT-3,0.9984,0.0016
AI,ORIGINALITY,GPT-3-149,GPT-3,0.1512,0.8488
AI,ORIGINALITY,GPT-3-150,GPT-3,0.799,0.201
AI,ORIGINALITY,GPT-3-151,GPT-3,1,0
AI,ORIGINALITY,GPT-3-152,GPT-3,0.9822,0.0178
AI,ORIGINALITY,GPT-3-153,GPT-3,0.9692,0.0308
AI,ORIGINALITY,GPT-3-154,GPT-3,0.991,0.009
AI,ORIGINALITY,GPT-3-155,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-156,GPT-3,0.9615,0.0385
AI,ORIGINALITY,GPT-3-157,GPT-3,1,0
AI,ORIGINALITY,GPT-3-158,GPT-3,0.9996,0.0004
AI,ORIGINALITY,GPT-3-159,GPT-3,0.9871,0.0129
AI,ORIGINALITY,GPT-3-160,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-161,GPT-3,0.9976,0.0024
AI,ORIGINALITY,GPT-3-162,GPT-3,0.8638,0.1362
AI,ORIGINALITY,GPT-3-163,GPT-3,0.9911,0.0089
AI,ORIGINALITY,GPT-3-164,GPT-3,1,0
AI,ORIGINALITY,GPT-3-165,GPT-3,0.9996,0.0004
AI,ORIGINALITY,GPT-3-166,GPT-3,0.0846,0.9154
AI,ORIGINALITY,GPT-3-167,GPT-3,0.9946,0.0054
AI,ORIGINALITY,GPT-3-168,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-169,GPT-3,1,0
AI,ORIGINALITY,GPT-3-170,GPT-3,1,0
AI,ORIGINALITY,GPT-3-171,GPT-3,0.9884,0.0116
AI,ORIGINALITY,GPT-3-172,GPT-3,0.9073,0.0927
AI,ORIGINALITY,GPT-3-173,GPT-3,0.9997,0.0003
AI,ORIGINALITY,GPT-3-174,GPT-3,0.1017,0.8983
AI,ORIGINALITY,GPT-3-175,GPT-3,0.3649,0.6351
AI,ORIGINALITY,GPT-3-176,GPT-3,1,0
AI,ORIGINALITY,GPT-3-177,GPT-3,0.5402,0.4598
AI,ORIGINALITY,GPT-3-178,GPT-3,0.9997,0.0003
AI,ORIGINALITY,GPT-3-179,GPT-3,1,0
AI,ORIGINALITY,GPT-3-180,GPT-3,1,0
AI,ORIGINALITY,GPT-3-181,GPT-3,1,0
AI,ORIGINALITY,GPT-3-182,GPT-3,1,0
AI,ORIGINALITY,GPT-3-183,GPT-3,0.9997,0.0003
AI,ORIGINALITY,GPT-3-184,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-185,GPT-3,0.9981,0.0019
AI,ORIGINALITY,GPT-3-186,GPT-3,0.9928,0.0072
AI,ORIGINALITY,GPT-3-187,GPT-3,0.057,0.943
AI,ORIGINALITY,GPT-3-188,GPT-3,0.9997,0.0003
AI,ORIGINALITY,GPT-3-189,GPT-3,1,0
AI,ORIGINALITY,GPT-3-190,GPT-3,1,0
AI,ORIGINALITY,GPT-3-191,GPT-3,0.9913,0.0087
AI,ORIGINALITY,GPT-3-192,GPT-3,1,0
AI,ORIGINALITY,GPT-3-193,GPT-3,0.5089,0.4911
AI,ORIGINALITY,GPT-3-194,GPT-3,0.9997,0.0003
AI,ORIGINALITY,GPT-3-195,GPT-3,0.9744,0.0256
AI,ORIGINALITY,GPT-3-196,GPT-3,0.8884,0.1116
AI,ORIGINALITY,GPT-3-197,GPT-3,0.9307,0.0693
AI,ORIGINALITY,GPT-3-198,GPT-3,0.0229,0.9771
AI,ORIGINALITY,GPT-3-199,GPT-3,1,0
AI,ORIGINALITY,GPT-3-200,GPT-3,0.9992,0.0008
AI,ORIGINALITY,GPT-3-201,GPT-3,1,0
AI,ORIGINALITY,GPT-3-202,GPT-3,1,0
AI,ORIGINALITY,GPT-3-203,GPT-3,0.7976,0.2024
AI,ORIGINALITY,GPT-3-204,GPT-3,1,0
AI,ORIGINALITY,GPT-3-205,GPT-3,0.9997,0.0003
AI,ORIGINALITY,GPT-3-206,GPT-3,0.6141,0.3859
AI,ORIGINALITY,GPT-3-207,GPT-3,0.6697,0.3303
AI,ORIGINALITY,GPT-3-208,GPT-3,1,0
AI,ORIGINALITY,GPT-3-209,GPT-3,1,0
AI,ORIGINALITY,GPT-3-210,GPT-3,1,0
AI,ORIGINALITY,GPT-3-211,GPT-3,0.9953,0.0047
AI,ORIGINALITY,GPT-3-212,GPT-3,0.9841,0.0159
AI,ORIGINALITY,GPT-3-213,GPT-3,0.9949,0.0051
AI,ORIGINALITY,GPT-3-214,GPT-3,1,0
AI,ORIGINALITY,GPT-3-215,GPT-3,1,0
AI,ORIGINALITY,GPT-3-216,GPT-3,1,0
AI,ORIGINALITY,GPT-3-217,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-218,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-219,GPT-3,0.99565,0.00435
AI,ORIGINALITY,GPT-3-220,GPT-3,0.9937,0.0063
AI,ORIGINALITY,GPT-3-221,GPT-3,1,0
AI,ORIGINALITY,GPT-3-222,GPT-3,0.9965,0.0035
AI,ORIGINALITY,GPT-3-223,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-224,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-225,GPT-3,0.053,0.947
AI,ORIGINALITY,GPT-3-226,GPT-3,0.979,0.021
AI,ORIGINALITY,GPT-3-227,GPT-3,1,0
AI,ORIGINALITY,GPT-3-228,GPT-3,1,0
AI,ORIGINALITY,GPT-3-229,GPT-3,0.9997,0.0003
AI,ORIGINALITY,GPT-3-230,GPT-3,1,0
AI,ORIGINALITY,GPT-3-231,GPT-3,1,0
AI,ORIGINALITY,GPT-3-232,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-233,GPT-3,0.9741,0.0259
AI,ORIGINALITY,GPT-3-234,GPT-3,0.90155,0.09845
AI,ORIGINALITY,GPT-3-235,GPT-3,1,0
AI,ORIGINALITY,GPT-3-236,GPT-3,1,0
AI,ORIGINALITY,GPT-3-237,GPT-3,1,0
AI,ORIGINALITY,GPT-3-238,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-239,GPT-3,0.9994,0.0006
AI,ORIGINALITY,GPT-3-240,GPT-3,0.7907,0.2093
AI,ORIGINALITY,GPT-3-241,GPT-3,1,0
AI,ORIGINALITY,GPT-3-242,GPT-3,0.7735,0.2265
AI,ORIGINALITY,GPT-3-243,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-244,GPT-3,0.9995,0.0005
AI,ORIGINALITY,GPT-3-245,GPT-3,0.9904,0.0096
AI,ORIGINALITY,GPT-3-246,GPT-3,0.9995,0.0005
AI,ORIGINALITY,GPT-3-247,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-248,GPT-3,0.98495,0.01505
AI,ORIGINALITY,GPT-3-249,GPT-3,1,0
AI,ORIGINALITY,GPT-3-250,GPT-3,0.96005,0.03995
AI,ORIGINALITY,GPT-3-251,GPT-3,0.9943,0.0057
AI,ORIGINALITY,GPT-3-252,GPT-3,1,0
AI,ORIGINALITY,GPT-3-253,GPT-3,1,0
AI,ORIGINALITY,GPT-3-254,GPT-3,0.9976,0.0024
AI,ORIGINALITY,GPT-3-255,GPT-3,0.916,0.084
AI,ORIGINALITY,GPT-3-256,GPT-3,1,0
AI,ORIGINALITY,GPT-3-257,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-258,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-259,GPT-3,0.7484,0.2516
AI,ORIGINALITY,GPT-3-260,GPT-3,0.96805,0.03195
AI,ORIGINALITY,GPT-3-261,GPT-3,1,0
AI,ORIGINALITY,GPT-3-262,GPT-3,0,0
AI,ORIGINALITY,GPT-3-263,GPT-3,1,0
AI,ORIGINALITY,GPT-3-264,GPT-3,0.979,0.021
AI,ORIGINALITY,GPT-3-265,GPT-3,1,0
AI,ORIGINALITY,GPT-3-266,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-267,GPT-3,0.9977,0.0023
AI,ORIGINALITY,GPT-3-268,GPT-3,1,0
AI,ORIGINALITY,GPT-3-269,GPT-3,1,0
AI,ORIGINALITY,GPT-3-270,GPT-3,0.95915,0.04085
AI,ORIGINALITY,GPT-3-271,GPT-3,0.9996,0.0004
AI,ORIGINALITY,GPT-3-272,GPT-3,1,0
AI,ORIGINALITY,GPT-3-273,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-274,GPT-3,0.9996,0.0004
AI,ORIGINALITY,GPT-3-275,GPT-3,0.6869,0.3131
AI,ORIGINALITY,GPT-3-276,GPT-3,1,0
AI,ORIGINALITY,GPT-3-277,GPT-3,0.2007,0.7993
AI,ORIGINALITY,GPT-3-278,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-279,GPT-3,1,0
AI,ORIGINALITY,GPT-3-280,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-281,GPT-3,1,0
AI,ORIGINALITY,GPT-3-282,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-283,GPT-3,1,0
AI,ORIGINALITY,GPT-3-284,GPT-3,0.9913,0.0087
AI,ORIGINALITY,GPT-3-285,GPT-3,0.998,0.002
AI,ORIGINALITY,GPT-3-286,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-287,GPT-3,0.9996,0.0004
AI,ORIGINALITY,GPT-3-288,GPT-3,0.9321,0.0679
AI,ORIGINALITY,GPT-3-289,GPT-3,0.8886,0.1114
AI,ORIGINALITY,GPT-3-290,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-291,GPT-3,1,0
AI,ORIGINALITY,GPT-3-292,GPT-3,0.0218,0.9782
AI,ORIGINALITY,GPT-3-293,GPT-3,0.9988,0.0012
AI,ORIGINALITY,GPT-3-294,GPT-3,0.7111,0.2889
AI,ORIGINALITY,GPT-3-295,GPT-3,1,0
AI,ORIGINALITY,GPT-3-296,GPT-3,0.0008,0.9992
AI,ORIGINALITY,GPT-3-297,GPT-3,1,0
AI,ORIGINALITY,GPT-3-298,GPT-3,0.9982,0.0018
AI,ORIGINALITY,GPT-3-299,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-300,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-301,GPT-3,1,0
AI,ORIGINALITY,GPT-3-302,GPT-3,0.0047,0.9953
AI,ORIGINALITY,GPT-3-303,GPT-3,0.9997,0.0003
AI,ORIGINALITY,GPT-3-304,GPT-3,0.9973,0.0027
AI,ORIGINALITY,GPT-3-305,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-306,GPT-3,0.9973,0.0027
AI,ORIGINALITY,GPT-3-307,GPT-3,0.99,0.01
AI,ORIGINALITY,GPT-3-308,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-309,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-310,GPT-3,0.8887,0.1113
AI,ORIGINALITY,GPT-3-311,GPT-3,0.9937,0.0063
AI,ORIGINALITY,GPT-3-312,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-313,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-314,GPT-3,0.9994,0.0006
AI,ORIGINALITY,GPT-3-315,GPT-3,0.9818,0.0182
AI,ORIGINALITY,GPT-3-316,GPT-3,0.0214,0.9786
AI,ORIGINALITY,GPT-3-317,GPT-3,0.7287,0.2713
AI,ORIGINALITY,GPT-3-318,GPT-3,0.1492,0.8508
AI,ORIGINALITY,GPT-3-319,GPT-3,0.3319,0.6681
AI,ORIGINALITY,GPT-3-320,GPT-3,0.9992,0.0008
AI,ORIGINALITY,GPT-3-321,GPT-3,1,0
AI,ORIGINALITY,GPT-3-322,GPT-3,0.9947,0.0053
AI,ORIGINALITY,GPT-3-323,GPT-3,1,0
AI,ORIGINALITY,GPT-3-324,GPT-3,0.6206,0.3794
AI,ORIGINALITY,GPT-3-325,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-326,GPT-3,0.0187,0.9813
AI,ORIGINALITY,GPT-3-327,GPT-3,1,0
AI,ORIGINALITY,GPT-3-328,GPT-3,1,0
AI,ORIGINALITY,GPT-3-329,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-330,GPT-3,0.98425,0.01575
AI,ORIGINALITY,GPT-3-331,GPT-3,0.962,0.038
AI,ORIGINALITY,GPT-3-332,GPT-3,0.9926,0.0074
AI,ORIGINALITY,GPT-3-333,GPT-3,0.9989,0.0011
AI,ORIGINALITY,GPT-3-334,GPT-3,1,0
AI,ORIGINALITY,GPT-3-335,GPT-3,1,0
AI,ORIGINALITY,GPT-3-336,GPT-3,0.9988,0.0012
AI,ORIGINALITY,GPT-3-337,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-338,GPT-3,1,0
AI,ORIGINALITY,GPT-3-339,GPT-3,1,0
AI,ORIGINALITY,GPT-3-340,GPT-3,0.99995,5e-05
AI,ORIGINALITY,GPT-3-341,GPT-3,1,0
AI,ORIGINALITY,GPT-3-342,GPT-3,1,0
AI,ORIGINALITY,GPT-3-343,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-344,GPT-3,1,0
AI,ORIGINALITY,GPT-3-345,GPT-3,0.9876,0.0124
AI,ORIGINALITY,GPT-3-346,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-347,GPT-3,0.0093,0.9907
AI,ORIGINALITY,GPT-3-348,GPT-3,0.9582,0.0418
AI,ORIGINALITY,GPT-3-349,GPT-3,0.9804,0.0196
AI,ORIGINALITY,GPT-3-350,GPT-3,0.9992,0.0008
AI,ORIGINALITY,GPT-3-351,GPT-3,1,0
AI,ORIGINALITY,GPT-3-352,GPT-3,0.0107,0.9893
AI,ORIGINALITY,GPT-3-353,GPT-3,0.9948,0.0052
AI,ORIGINALITY,GPT-3-354,GPT-3,0.9977,0.0023
AI,ORIGINALITY,GPT-3-355,GPT-3,0.8305,0.1695
AI,ORIGINALITY,GPT-3-356,GPT-3,1,0
AI,ORIGINALITY,GPT-3-357,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-358,GPT-3,0.9999,0.0001
AI,ORIGINALITY,GPT-3-359,GPT-3,0.9973,0.0027
AI,ORIGINALITY,GPT-3-360,GPT-3,1,0
AI,ORIGINALITY,GPT-3-361,GPT-3,0.9935,0.0065
AI,ORIGINALITY,GPT-3-362,GPT-3,0.9976,0.0024
AI,ORIGINALITY,GPT-3-363,GPT-3,0.0106,0.9894
AI,ORIGINALITY,GPT-3-364,GPT-3,1,0
AI,ORIGINALITY,GPT-3-365,GPT-3,1,0
AI,ORIGINALITY,GPT-3-366,GPT-3,0.6013,0.3987
AI,ORIGINALITY,GPT-3-367,GPT-3,0.981,0.019
AI,ORIGINALITY,GPT-3-368,GPT-3,1,0
AI,ORIGINALITY,GPT-3-369,GPT-3,0.9998,0.0002
AI,ORIGINALITY,GPT-3-370,GPT-3,1,0
AI,ORIGINALITY,GPT-3-371,GPT-3,0.9948,0.0052
AI,ORIGINALITY,GPT-3-372,GPT-3,0.9824,0.0176
AI,ORIGINALITY,GPT-3-373,GPT-3,0.9977,0.0023
AI,ORIGINALITY,GPT-3-374,GPT-3,0.9914,0.0086
AI,ORIGINALITY,GPT-3-375,GPT-3,0.9993,0.0007
AI,ORIGINALITY,GPT-3-376,GPT-3,0.9838,0.0162
AI,ORIGINALITY,GPT-3-377,GPT-3,0.7126,0.2874
AI,ORIGINALITY,GPT-3-378,GPT-3,0.97865,0.02135
AI,ORIGINALITY,GPT-3-379,GPT-3,1,0
AI,ORIGINALITY,GPT-3-380,GPT-3,0.99855,0.00145
AI,ORIGINALITY,GPT-3-381,GPT-3,0.9977,0.0023
AI,ORIGINALITY,GPT-3-382,GPT-3,0.9524,0.0476
AI,ORIGINALITY,GPT-3-383,GPT-3,0.9734,0.0266
AI,ORIGINALITY,GPT-3-384,GPT-3,0.9997,0.0003
AI,ORIGINALITY,GPT-3-385,GPT-3,0.26815,0.73185
AI,ORIGINALITY,GPT-3-386,GPT-3,0.4675,0.5325
AI,ORIGINALITY,GPT-3-387,GPT-3,0.9308,0.0692
AI,ORIGINALITY,GPT-3-388,GPT-3,1,0
AI,ORIGINALITY,GPT-3-389,GPT-3,1,0
AI,ORIGINALITY,GPT-3-390,GPT-3,0.9993,0.0007
AI,ORIGINALITY,GPT-3-391,GPT-3,1,0
AI,ORIGINALITY,GPT-3-392,GPT-3,0.9991,0.0009
AI,ORIGINALITY,GPT-3-393,GPT-3,1,0
AI,ORIGINALITY,GPT-3-394,GPT-3,1,0
AI,ORIGINALITY,GPT-3-395,GPT-3,0.6071,0.3929
AI,ORIGINALITY,GPT-3-396,GPT-3,1,0
AI,ORIGINALITY,GPT-3-397,GPT-3,1,0
